battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,px_height,px_width,ram,talk_time,touch_screen,wifi,price_range
713,0,1.4,1,4,0,53,0.8,98,1,123,1477,1462,13,0,1,Low
1207,0,0.5,0,0,0,58,0.3,112,8,406,681,503,5,1,0,Low
683,1,2.1,0,7,0,30,0.1,197,7,927,1135,2066,15,0,0,Mid_Low
594,1,2.6,0,1,0,27,0.1,196,5,407,528,708,17,1,1,Low
537,1,2,0,1,1,55,0.3,103,7,1041,1430,2029,12,1,1,Mid_Low
1565,1,0.5,0,0,0,38,0.1,121,5,781,1364,308,7,1,1,Low
1052,0,0.9,0,1,0,6,0.8,195,4,1191,1839,552,11,0,1,Low
713,0,1.6,0,4,1,63,0.7,89,2,103,1760,2082,12,0,0,Mid_Low
1766,1,0.5,1,1,0,16,0.6,141,5,125,1227,3314,17,0,1,High
584,1,1.7,1,1,1,19,0.4,199,4,919,1343,3996,17,1,1,High
1541,1,1.5,1,6,1,5,0.5,109,4,536,1656,1795,4,1,1,Mid_Low
837,0,2.4,1,1,0,51,0.2,104,5,638,1831,594,20,0,1,Low
935,1,0.5,1,3,1,58,0.1,155,5,639,1087,2473,9,0,1,Mid
665,1,0.7,0,0,1,31,0.1,185,5,496,1804,690,15,0,0,Low
680,1,2.4,0,13,1,34,0.4,157,2,686,1418,3845,4,1,1,High
877,0,1.5,1,0,1,17,0.1,195,7,1064,1985,2004,9,1,1,Mid_Low
1493,0,1.5,1,13,0,53,0.5,102,5,240,1414,2083,20,1,1,Mid
1762,0,0.6,0,3,1,26,0.1,83,6,525,704,2661,4,1,0,Mid
842,1,1.8,1,4,0,57,1,124,3,348,730,1903,14,1,0,Mid_Low
925,1,2.1,0,9,0,56,0.2,196,1,1262,1520,2466,5,0,0,Mid
1692,0,2.1,0,4,1,2,0.9,106,1,1899,1904,3779,7,1,1,High
1576,1,2.2,0,8,0,5,0.7,139,3,258,789,3904,7,1,1,High
1065,0,1.7,1,4,1,48,0.3,162,6,1188,1948,265,12,0,0,Low
958,1,1.6,0,9,1,60,0.4,200,1,730,751,1417,19,0,1,Low
623,1,0.8,0,6,1,26,0.3,197,7,484,1238,1769,16,0,0,Mid_Low
897,0,1.4,1,1,0,17,0.4,171,1,547,1852,2948,5,0,1,Mid
1110,0,1.5,0,4,1,41,0.1,152,3,800,1455,2572,16,0,1,Mid
616,1,2.2,0,3,1,21,0.8,150,7,347,513,3267,19,0,0,Mid
1680,1,1.2,1,6,1,37,0.7,168,4,679,1231,1459,2,1,0,Mid_Low
1715,0,1.3,0,0,1,12,0.3,94,8,1224,1676,1633,5,1,1,Mid
983,0,0.6,1,0,1,45,0.1,130,4,948,1205,2052,6,0,1,Mid_Low
720,1,0.9,1,12,1,14,0.8,165,4,366,1234,1086,3,1,0,Low
1660,0,0.6,0,2,1,24,0.8,169,2,223,1777,2402,14,1,1,Mid
1564,0,1.5,1,1,0,42,0.7,108,2,1619,1962,3376,7,1,0,High
592,0,0.8,1,1,0,52,0.9,103,7,332,970,1507,4,0,1,Low
969,0,1.8,1,2,1,44,0.6,158,3,167,909,641,8,0,1,Low
1356,1,0.5,1,0,0,35,0.8,131,1,782,951,3451,17,1,1,High
504,1,1,0,8,0,14,0.5,189,7,881,1129,1607,10,1,1,Low
1546,1,0.5,1,3,1,6,0.2,101,1,91,1317,3521,9,0,0,High
689,0,2.9,1,3,1,7,0.8,147,2,487,722,1241,16,0,0,Low
1685,0,0.6,0,14,0,16,0.6,137,7,120,1429,881,17,1,1,Low
1792,1,1,0,3,1,62,0.3,170,7,1626,1913,2563,15,0,1,High
1786,0,1.2,0,11,0,61,0.1,123,3,74,865,3033,17,1,0,High
1944,0,0.6,1,9,1,59,0.2,132,7,634,1079,769,3,0,1,Low
1077,1,2.5,0,13,1,49,0.6,131,4,334,1079,3454,2,0,1,High
648,1,1.8,0,1,1,60,0.1,195,4,931,1811,819,4,0,0,Low
1702,1,0.5,1,8,0,2,0.6,185,6,921,1351,435,3,1,1,Low
1571,0,2.9,0,1,0,30,0.9,150,7,805,956,586,4,1,1,Low
856,1,1.1,1,14,1,19,0.7,125,6,1057,1931,650,10,0,1,Low
1786,0,2.6,0,6,0,14,1,115,4,616,912,3038,14,0,0,High
914,1,0.7,0,1,1,60,0.9,198,5,740,840,3736,5,0,0,High
1615,1,2.8,0,3,0,9,0.9,117,1,542,678,2948,3,1,0,Mid
649,1,1.4,0,4,1,19,0.8,190,7,344,1551,739,2,1,0,Low
1646,0,2.5,0,3,1,25,0.6,200,2,211,1608,686,11,1,0,Low
1189,1,1.9,0,5,0,7,0.5,164,2,79,615,841,11,1,0,Low
1043,0,2.7,0,3,0,29,0.2,83,8,887,893,1183,8,0,0,Low
1920,0,0.6,1,3,1,19,0.5,131,3,670,1152,3943,4,1,0,High
1220,1,2.8,0,1,0,54,0.7,109,7,383,1249,1037,15,0,0,Low
1748,1,0.5,1,11,1,53,0.5,114,4,718,1109,2633,9,0,0,Mid
907,1,2.6,1,7,0,44,0.2,160,3,144,896,3911,8,0,0,High
1193,1,2.3,0,7,0,20,1,158,7,1442,1904,1958,2,0,0,Mid
1766,1,0.5,1,1,1,22,0.8,122,8,291,1318,3297,16,0,0,High
1278,1,1,0,7,1,24,0.8,170,3,1352,1775,3141,11,1,1,High
1234,0,1.7,1,8,0,17,0.9,174,6,209,725,3351,19,0,1,Mid
1961,1,1.5,0,10,0,55,0.5,100,7,861,1888,2355,6,1,1,High
1745,0,2.9,0,0,1,3,0.9,105,3,426,1629,1308,2,1,0,Mid_Low
1442,0,0.6,1,1,0,27,0.4,127,5,266,642,991,7,0,0,Low
1083,1,2.9,1,1,1,39,1,173,8,523,542,3248,6,0,1,Mid
868,1,0.9,0,5,0,5,0.4,137,4,40,1311,1519,2,0,1,Low
864,0,1.6,1,0,1,53,0.3,88,6,262,1436,493,10,1,0,Low
1142,1,1.2,0,0,0,2,0.6,114,6,623,769,1747,14,1,0,Mid_Low
608,1,0.5,1,0,0,64,0.9,94,4,4,1351,2517,7,1,1,Mid_Low
983,0,1.8,0,0,1,53,0.9,187,1,1001,1176,1389,8,1,1,Mid_Low
1720,0,1.6,0,18,1,2,0.8,188,5,334,896,2522,2,0,1,Mid
1802,1,1.2,1,8,0,27,0.5,116,5,453,963,1885,7,1,0,Mid
591,0,2.1,1,18,1,16,0.5,196,7,952,1726,704,4,1,1,Low
1205,1,2.7,0,5,0,10,0.1,163,6,321,1870,953,20,1,1,Low
1369,1,1.7,1,3,0,28,0.6,108,1,1451,1469,3206,4,0,0,High
713,0,0.9,1,0,0,42,0.1,94,1,1048,1123,928,9,0,1,Low
1082,0,2.3,1,11,0,2,1,101,4,398,724,2177,17,1,0,Mid_Low
1719,1,2.1,1,0,0,52,0.1,187,3,417,520,2610,11,1,1,Mid
1544,0,2.4,0,18,1,12,0.1,186,7,470,844,489,2,0,1,Low
1090,1,2.3,0,1,1,8,0.6,128,8,1217,1670,3839,11,0,1,High
1991,0,2.8,0,3,1,15,0.1,181,1,298,1037,1861,17,1,1,Mid_Low
1367,0,2.9,0,4,0,56,0.8,176,2,36,642,299,10,1,0,Low
1179,1,0.5,0,7,1,32,0.3,182,2,85,1451,340,16,0,0,Low
721,1,2.7,1,1,1,15,0.2,102,5,655,1255,3606,5,1,1,High
1549,1,1.8,1,0,0,62,0.7,91,4,167,990,799,9,0,1,Low
1349,1,2.1,1,3,0,46,0.9,134,6,212,623,2367,10,0,1,Mid_Low
1799,0,1,0,1,1,30,0.6,123,3,617,1386,445,10,1,0,Low
1075,0,0.5,1,2,0,11,0.2,122,1,271,1769,3927,7,0,0,High
684,1,0.9,1,3,1,63,1,157,5,159,1738,3756,12,1,1,High
1837,0,0.5,0,9,0,36,0.9,162,4,786,872,770,15,0,1,Low
1619,1,1.9,0,2,1,21,0.4,138,1,46,562,1641,13,0,0,Mid_Low
965,1,1.4,0,1,0,13,0.9,197,8,645,1275,2343,15,0,0,Mid
730,0,1.5,0,9,0,9,0.7,122,4,1371,1677,2787,7,0,1,Mid
1361,1,1.4,0,1,0,47,1,169,5,881,1382,2495,16,0,1,Mid
1494,0,1.6,0,3,1,45,0.8,158,5,449,790,3208,4,0,0,High
1027,1,0.8,0,7,0,18,1,146,7,338,534,1234,14,0,1,Low
1807,0,0.8,1,0,1,38,0.2,97,8,1332,1814,1069,7,0,0,Mid_Low
709,0,2.4,1,1,0,11,0.1,130,5,119,1531,3568,3,0,1,High
689,0,1.4,0,2,0,45,0.5,103,5,256,823,3585,10,0,0,High
955,1,0.5,0,2,0,2,0.6,155,4,428,1254,1974,18,1,0,Mid_Low
1872,1,1.9,0,5,0,35,0.6,111,3,1546,1879,2419,19,0,0,High
1259,0,1.2,1,0,0,13,0.5,97,2,1210,1989,340,4,0,1,Low
695,0,1.2,0,1,1,41,0.4,169,8,789,1211,2282,17,1,0,Mid_Low
1969,0,1.2,1,9,0,63,0.2,132,4,390,756,298,10,1,0,Low
759,0,2.5,0,3,1,39,0.3,162,2,110,1317,968,2,0,0,Low
936,0,1,0,1,0,18,0.2,153,3,1330,1686,2391,3,1,1,Mid
1176,1,2.1,0,2,1,62,0.5,168,2,674,1455,1534,17,0,0,Mid_Low
1802,0,2.7,1,0,1,10,0.6,101,7,253,590,696,3,1,0,Low
772,0,1,1,0,1,23,0.6,97,7,317,1805,2782,17,0,0,Mid
1318,1,2.4,0,1,1,45,0.1,136,2,183,661,755,9,0,1,Low
591,1,0.5,1,1,1,16,0.9,90,6,892,1603,3746,5,1,0,High
569,1,2.5,1,0,0,41,0.3,124,1,388,605,2651,4,0,0,Mid_Low
764,0,1,1,9,1,45,0.5,124,8,52,539,1341,12,0,0,Low
1056,1,2.1,1,8,1,37,0.7,101,3,914,979,2651,3,1,1,Mid
1982,1,1.6,0,2,1,12,0.2,80,5,287,593,1824,14,1,1,Mid_Low
1830,1,0.5,0,5,0,14,0.8,160,6,773,1353,1905,19,1,1,Mid
1122,0,0.5,0,0,1,40,0.3,156,7,675,1163,1456,20,1,0,Mid_Low
1023,1,0.7,0,2,1,63,0.7,153,7,367,1985,3155,7,1,1,High
1283,1,2.4,1,8,1,33,1,93,3,510,980,773,2,1,0,Low
1602,0,1.6,1,0,1,35,0.1,99,7,1325,1800,1829,13,0,0,Mid
732,1,1.3,0,5,1,32,0.4,163,8,1661,1836,3883,5,0,1,High
1854,0,0.9,1,0,1,33,0.4,195,1,665,718,1675,9,0,1,Mid_Low
718,1,1.6,1,1,1,30,0.4,93,3,662,997,1601,12,1,1,Mid_Low
897,1,2,0,3,1,2,0.6,154,8,0,994,1958,7,1,0,Mid_Low
1405,0,1.7,0,0,0,8,0.3,107,4,284,1036,2376,11,1,0,Mid
798,0,0.6,1,6,1,21,0.5,110,2,661,1951,1647,3,0,0,Mid_Low
1035,1,2.7,0,1,0,40,0.2,157,5,757,1912,3548,5,1,1,High
1396,1,0.6,0,0,0,37,0.7,134,4,560,1177,2694,19,0,1,Mid
1749,1,0.5,1,7,1,49,0.8,178,1,470,775,2195,4,0,1,Mid
1588,1,2.5,0,12,1,4,0.3,148,5,146,822,2506,11,0,0,Mid
1600,0,0.5,0,1,1,16,0.3,94,4,1315,1710,2073,4,1,0,Mid
1522,0,2.2,0,4,0,21,0.7,162,6,533,1696,3767,16,0,1,High
1279,1,2.5,0,5,1,7,0.5,105,6,560,1633,1150,7,0,0,Mid_Low
719,0,2.9,0,7,0,6,0.7,102,6,405,1141,841,2,0,0,Low
544,1,0.5,1,2,1,7,0.2,129,5,227,610,1675,17,1,0,Low
1007,1,2.9,1,5,1,21,0.8,185,8,479,831,1301,12,1,0,Low
590,1,1.2,1,0,0,32,0.4,141,6,227,509,1817,6,1,0,Low
1788,0,0.5,0,0,1,6,0.2,141,6,149,1022,2321,20,1,0,Mid
748,0,1.4,0,0,0,25,1,110,7,88,709,1974,13,1,1,Mid_Low
757,1,0.9,1,4,0,64,0.5,157,7,114,819,3433,10,1,0,Mid
1561,1,1.6,1,1,1,27,0.8,174,3,662,874,1205,3,1,0,Mid_Low
1327,0,2.8,0,10,0,23,0.5,89,7,441,1721,872,4,1,1,Low
797,1,1.5,1,4,0,18,0.6,81,8,888,1466,2052,14,1,1,Mid_Low
727,1,2.5,1,0,1,64,0.2,193,1,664,711,3654,16,1,0,High
686,1,2.7,1,0,0,36,0.1,194,4,64,745,1503,13,0,0,Low
1515,1,2.1,1,4,1,24,0.9,176,5,747,1247,3104,20,0,0,High
555,1,0.5,1,2,0,17,0.2,163,5,956,1010,343,3,1,1,Low
1589,0,0.6,0,0,0,5,0.8,112,5,776,1397,3430,19,1,1,High
1976,1,2.6,1,6,0,45,1,136,4,652,1933,2470,3,0,0,High
1884,0,1,1,3,0,24,0.5,149,6,1168,1179,1396,9,1,1,Mid_Low
1063,0,2,0,0,0,27,0.2,86,6,201,582,2668,19,0,0,Mid
672,1,0.6,1,13,0,61,0.1,194,5,724,1127,1457,20,0,1,Low
635,1,0.5,0,9,0,16,1,110,7,599,1299,2452,8,0,0,Mid
1906,1,1.9,1,3,0,55,0.2,113,3,3,629,1871,4,0,1,Mid_Low
1753,0,0.7,0,4,0,40,0.6,191,4,1652,1983,1112,15,1,1,Mid_Low
659,0,1.4,1,2,1,3,0.1,85,8,190,657,967,14,0,1,Low
1583,0,1.2,1,0,0,14,0.2,148,2,1171,1673,2498,8,0,1,Mid
1783,0,2.9,1,2,0,42,0.7,104,6,1081,1979,387,3,1,0,Mid_Low
1667,0,1,1,0,1,21,0.9,138,2,1211,1396,635,15,0,0,Low
640,0,1.3,1,5,1,6,0.6,143,8,976,1353,2711,8,1,0,Mid
1913,1,1.8,0,0,0,29,0.6,111,5,675,742,2023,8,1,0,Mid
538,0,1.1,1,0,1,25,0.3,163,7,455,537,2215,17,1,1,Mid_Low
1191,0,0.8,0,6,1,46,0.8,89,6,42,807,824,7,0,0,Low
816,0,3,1,2,0,9,0.1,117,1,1196,1651,3851,14,0,1,High
915,1,0.5,1,9,1,33,0.3,199,2,503,986,2156,13,1,0,Mid_Low
1157,1,0.8,0,7,0,27,0.1,88,8,1694,1798,2885,2,0,1,High
1201,1,0.5,0,2,0,10,1,99,7,306,558,495,14,1,1,Low
1379,0,1.1,1,1,1,18,0.2,129,2,838,885,2358,15,1,0,Mid
1483,1,2.2,0,3,1,53,0.7,169,5,291,651,1744,10,0,0,Mid_Low
1614,0,1.2,0,1,1,9,0.1,161,3,173,1219,1832,11,0,0,Mid_Low
930,1,1,1,4,1,4,0.9,144,8,1017,1289,2016,16,1,1,Mid_Low
1454,0,2.6,0,8,0,6,0.4,199,3,698,1018,1300,2,0,1,Mid_Low
1784,0,1.6,0,4,0,41,0.4,164,6,610,1437,2313,11,1,0,Mid
1262,0,1.8,1,12,0,34,0.1,149,5,223,737,3248,4,1,1,Mid
797,0,2.2,1,0,0,37,0.9,144,7,206,1167,2216,6,0,0,Mid_Low
1829,1,2.1,0,8,0,59,0.1,91,5,1457,1919,3142,5,1,1,High
1139,1,0.9,1,6,1,58,0.5,161,2,742,999,1850,8,0,0,Mid_Low
618,1,1,0,9,1,13,0.1,80,4,591,724,1424,7,1,0,Low
1547,1,2.9,0,2,0,57,0.4,114,1,347,957,1620,19,1,1,Mid_Low
586,0,2.8,0,2,0,15,0.2,83,3,241,854,2592,3,0,0,Mid_Low
1617,1,2.4,0,8,1,36,0.8,85,1,743,1426,296,7,0,0,Low
1882,0,2,0,11,1,44,0.8,113,8,4,743,3579,20,1,0,High
674,1,2.9,1,1,0,21,0.2,198,3,576,1809,1180,4,1,1,Low
1467,1,0.5,0,0,0,18,0.6,122,5,888,1099,3962,5,1,1,High
858,0,2.2,0,1,0,50,0.1,84,1,528,1416,3978,3,1,0,High
794,1,0.5,1,0,1,2,0.8,106,6,1222,1890,668,19,1,0,Low
1965,1,2.6,1,0,0,39,0.2,187,4,915,1965,2032,16,1,1,Mid
1911,0,0.9,1,1,1,36,0.7,108,8,868,1632,3057,5,1,0,High
1512,0,0.9,0,4,1,46,0.1,145,5,336,670,869,19,1,1,Low
510,1,2,1,5,1,45,0.9,168,6,483,754,3919,2,1,1,High
